question_id,student_id,solution
21_22-1-1-java,22RVWBZ6,"long calc(long n){
    return exp(2, n, 1000000007)-1;
}

long exp(long b, long e, long m){
    if (e==0)
        return 1 % m;
    else if (e==1)
        return b % m;
    else if (e%2==0){
        long x = exp(b, e/2, m);
        return (x*x) % m;
    }
    else
        return (exp(b, e-1, m)*b) % m;
}"
21_22-1-1-java,255OJ5MB,"long calc(long n){
    if (n < 1)
        {
            return 0;
        }
        if (n == 1)
        {
            return 1;
        }
        else
        {
            if (n % 2 == 0)
            {
                long u = (calc(n / 2) + 1);
                return (u * u - 1) % 1000000007L;
            }
            else
            {
                return ((calc(n - 1) + 1) * 2 - 1) % 1000000007L;
            }
        }
}"
21_22-1-1-java,27JLEQ4N,"long calc(long n){
    long res = 1;
    long base = 2;
    while (n>0){
        if (n%2 ==1)
            res = res*base % 1000000007;
        base = base*base % 1000000007;
        n = n/2;
    }
    return res-1;
}"
21_22-1-1-java,2MTBKTC7,"long calc(long n) {
    return squareAndMultiply(n)-1;
}

long squareAndMultiply(long n){
    if(n == 0) {
        return 1;
    }
    else if(n == 1) {
        return 2;
    }
    else if(n % 2 == 0) {
            n = n/2;
            return (quadrieren(squareAndMultiply(n))) % 1000000007;
    }
    else {
        n = n-1;
        return (squareAndMultiply(n)*2) % 1000000007;
    }
}

long quadrieren(long n) {
    return n*n;
}"
21_22-1-1-java,3PESVLZE,"long calc(long n){
long r =1;
long b =2;
while(n>0){
    if ((n%2)==1){
        r =(r*b)%1000000007;
    }
    b = (b*b)%1000000007;
    n /= 2;
}
    return r - 1;
}"
21_22-1-1-java,4YXPHSC6,"long calc(long n){
 return func(2,n) -1 ;
}
long func(long a, long b){
    if(b==0)
    {
        return 1;
    }
    if(b % 2 == 1)
    {
        return (a * func(a, b-1)) % 1000000007;
    }else{
        a = func(a, b/2);
        return (a*a) % 1000000007;
    }
}"
21_22-1-1-java,52CCJZCZ,"long calc(long n){
    long y = 1;
    long z = 2;
    while(n >= 1) {
        if(n%2==1) {
            y = (y * z) % 1000000007;
            n = (n - 1)/2;
        } else {
            n = n/2; 
        }
        z = (z * z)%1000000007;
    }
    return y - 1;
}"
21_22-1-1-java,563HPM4N,"long calc(long n){
	return berechneFakultaet(n) - 1;
}

long berechneFakultaet(long n) {
        if (n == 0) {
            return 1;
		}
		if (n % 2 == 0) {
			long temp = berechneFakultaet(n / 2);
			return (temp * temp) % 1000000007;
		} else {
			return (berechneFakultaet(n - 1) * 2) % 1000000007;
		}
	}"
21_22-1-1-java,5HQFS7V7,"long calc(long a,long b,long c){
    long res = (a+b) % 1000000007;
    res = (res+c) % 1000000007;
    return (res+1000) % 1000000007;
}

    private long calc (long expoenent) {
        long result = 1;
        long base = 2;
        while(expoenent > 0) {
            if (expoenent%2==1) {
                result = (result * base)%1000000007;
            }
            base = (base * base)%1000000007;
            expoenent /= 2;
        }
        return result-1;
    }"
21_22-1-1-java,5UQSXBL3,"long modexp(long a, String d, long N){
    long y = 1;
    long z = a % N;

    for (int i=0; i<d.length(); i++) {
        if (d.charAt(i) == '1')
            y = (y*z) % N;
        z = (z*z) % N;   
    }
    return y;
}


long calc(long n0){
    long N = 1000000007;
    String d_reversed = Long.toBinaryString(n0);
    String d = new StringBuilder(d_reversed).reverse().toString();

    return modexp((long) 2, d, N) - 1;
}"
21_22-1-1-java,5ZGPZMHB,"// a(n+1) = 2xa(n) +1
    // Let b(n+1) = a(n+1)+1  => b(n+1)= 2 b(n)
    // b(1) = 2; b(2) =4; b(3) = 8
    // a(n) = 2 ^ n -1

long calc(long n)
{
    return helper2(n) - 1;
}

private long helper2(long n)
{
    long res;

    if (n == 0)
    {
        res = 1;
    }
    else if (n == 1)
    {
        res = 2;
        
    }
    else
    {
        res = helper2(n / 2);
        if (n % 2 == 0)
        {
            res = (res * res) % 1000000007;
            
        }

        else
        {
            res = (((res * res) % 1000000007) * 2) % 1000000007;
        }
         
    }
    return res;
   
}"
21_22-1-1-java,66JTAP3G,"long calc(long n){
        if(n == 0)
        {
            return 0;
        }
        return(subcalc(n)-1);
    }
    
long subcalc(long x){
    long res = 0;
    if(x == 1)
    {
        res = 2;  //Rekursion ende
     }
    else
    {
        if(x%2 == 0) //gerade und > 1
        {
            long subpow = (subcalc(x/2)%1000000007);
            res = subpow * subpow;
        }
        else //ungerade und > 1
        {
            res = (subcalc(x-1)%1000000007)*2;
        }
    }
    return (res%1000000007);
}"
21_22-1-1-java,67T5DNX2,"long calc(long n) {
    if (n == 0) return 0;
    return calc2(n) - 1;
}

long calc2(long m) {
    long res = 0;
    if (m == 1) return 2;
    else if (m % 2 == 0) {
        res = calc2(m / 2);
        res *= res;
    } else {
        res = calc2(m - 1) * 2;
    }
    return res % 1000000007;
}"
21_22-1-1-java,6A6C7ZJO,"long calc(long n){
    long res = 1;
    long basis = 2;
while(n>0)
{
    if((n%2)==1){
        res = (res*basis) % 1000000007;
    }
    basis = (basis * basis) % 1000000007;
    n /= 2;
}
    return res -1;
}"
21_22-1-1-java,6DRVFVU6,"long calc(long n){
    
    long x = 1 ; 
    long y = 2 ; 
    
    
    while(n>0)
    {
        if((n%2) == 1)
        {
            x = (x*y)%1000000007;  
        }
        
        y = (y*y)% 1000000007;  
        n = n/2 ; 
        
    }

    return x-1; 
}"
21_22-1-1-java,6OMSOHDR,"long calc(long n)
{
    long res = 1;
    long basis = 2;
    while (n > 0)
    {
        if ((n%2)==1)
        {
          res = (res * basis) % 1000000007;
        }
        basis= (basis*basis)%1000000007;
        n/=2;
    }
    return (res-1) % 1000000007;
}"
21_22-1-1-java,7CAJDBKE,"long calc(long n){
long res = 1;
long basic = 2;

while(n > 0)
{
    if ((n%2) == 1)
    {
        res = (res * basic) % 1000000007;
    }
    basic = (basic * basic) % 1000000007;
        n /= 2;
    
}
    return res - 1;
}"
21_22-1-1-java,7EK4IVDU,"long calc(long n){
    return (fact(n)-1) % 1000000007;
}

long fact(long n) {
    if (n==0) return 1;
    if (n==1) return 2;
    long a = fact(n/2);
    if (n%2==0) {
        return (a*a) % 1000000007;
    } else {
        return (a*a*2) % 1000000007;
    }
}"
21_22-1-1-java,7KALRK3F,"long calc(long n){
    long  a = 2, b = n, c = 1000000007;
    return exp(a,b,c) - 1;
}

long exp(long a,long b,long c){
    if (b == 0)
        return 1;
    else if (b % 2 == 1)
        return (a * exp(a,b-1,c)) % c;
    else{
        a = exp(a,b / 2,c);
        return (a*a) % c;
    }
}"
21_22-1-1-java,7KVH5CM7,"long calc(long n)
{
    return (hoch(n)-1) % 1000000007;
}

long hoch(long n)
{
    if (n==0)
    {
        return (1);
    }
    if (n==1)
    {
        return (2);
    }
    
    long res =  hoch(n/2);
    
    if (n%2 == 0)
    {
        return (res*res)%1000000007;
    }
    else
    {
        return ((res*res*2)%1000000007);
    }
}"
21_22-1-1-java,A4AICXMI,"long calc(long n){
    long res = 1;
        long b=2;
        while(n>0)
        {
            if((n%2)==1)
            {
                res = (res*b)%1000000007;
            }
            b = (b*b)%1000000007;
            n=n/2;
        }
        return res -1;
}"
21_22-1-1-java,AFLTGNDK,"long calc(long n){
    long res = 1;
    long basis = 2;
    while (n>0) {
        if((n%2)==1) {
            res = (res * basis) % 1000000007;
        }
        basis = (basis * basis) % 1000000007;
        n /= 2;
    }
    return res -1;
}"
21_22-1-1-java,AQNVQLGU,"long calc(long n)
{
    long l=exp(n);
    return (l-1)% 1000000007;
}

long exp(long m)
{
    if(m==0)
    {
        return 1;
    }
    else if (m==1)
    {
        return 2;
    }
    else
    {
        if(m%2==1)
        {
            long l=m-1;
            long n=exp(l/2);
            return (n*n*2)% 1000000007;
        }
        else
        {
            long n=exp(m/2);
            return (n*n)% 1000000007;
        }
        
    }
}"
21_22-1-1-java,B2ZD3KZL,"long calc(long n){
    return exp(n)-1;
}

long exp(long n) {
    if (n == 0) {
        return 1;
    } else if (n%2 == 0) {
        long b = exp(n/2) % 1000000007;
        return b*b % 1000000007;
    } else {
    return 2*exp(n-1) % 1000000007;
    }
}"
21_22-1-1-java,BF4VPOWY,"long calc(long n)
{
    long a = 1, s = 2;
   long b = n;
    while(b > 0)
    {
        if((b %  2) != 0)
        {
            a = (a*s) % 1000000007L; 
         
        }
        s = (s * s) % 1000000007L;
           b = b/2;
    }
    
return a -1;
}"
21_22-1-1-java,BX3QGKJT,"long calc(long n){
    if (n == 0){
        return 0;
    }
    return (quadrat(n) - 1) % 1000000007;
}

long quadrat(long n){
    if (n==1){
        return 2;
    }
    if (n % 2 == 1){
        long a = quadrat(n-1) % 1000000007;
        return (a*2) % 1000000007;
    }
    else{
        long a = quadrat(n/2) % 1000000007;
        return (a*a) % 1000000007;
    }
}"
21_22-1-1-java,BZ7GRTOV,"long calc(long n){
        if(n == 0)
        {
            return 0;
        }
        return(subcalc(n)-1);
    }
    
long subcalc(long x)
    {
        long res = 0;
        if(x == 1)
        {
            res = 2;  //Rekursion ende
        }
        else
        {
            if(x%2 == 0) //gerade und > 1
            {
                long subpow = (subcalc(x/2)%1000000007);
                res = subpow * subpow;
            }
            else //ungerade und > 1
            {
                res = (subcalc(x-1)%1000000007)*2;
            }
        }
        return (res%1000000007);
    }"
21_22-1-1-java,C5KCMKQT,"long calc(long n){
    long res = 1;
    long base = 2;
    while(n>0)
    {
        if(n % 2 == 1)
        {
            res= (base * res) % 1000000007;
        }
        base = (base * base) % 1000000007;
        n /= 2;
    }
    return res - 1;
}"
21_22-1-1-java,CA3GTTPF,"long calc(long n)
{
    long r = 1;
    long x = 2;
    int m = 1000000007;
    
    while (n > 0)
    {
        if ((n % 2) == 1)
        {
            r = (r * x) % m;
        }
        
        x = (x * x) % m;
        n = n / 2;
    }
    
    return r - 1;
}"
